time,binance,okx,spread_bps,elapsed_s,signal
17:16:45,76113.6,76124.7,-1.5,0.13,
17:16:45,76113.6,76124.7,-1.5,0.15,
17:16:57,76113.6,76120.5,-0.9,0.15,
17:16:57,76113.6,76120.6,-0.9,0.14,
17:17:01,76113.61,76124.4,-1.4,0.14,
17:17:12,76113.61,76128.1,-1.9,0.14,
17:17:12,76113.61,76128.1,-1.9,0.15,
17:17:15,76118.58,76129.5,-1.4,0.13,
17:17:27,76144.58,76150.0,-0.7,0.13,
17:17:27,76144.58,76150.0,-0.7,0.14,
17:17:31,76130.79,76132.0,-0.2,0.15,
17:17:42,76130.78,76132.1,-0.2,0.13,
17:17:42,76130.78,76132.0,-0.2,0.13,
17:17:45,76126.22,76131.1,-0.6,0.13,
17:17:45,76126.22,76132.1,-0.8,0.13,
17:17:57,76094.0,76103.8,-1.3,0.13,
17:17:57,76094.0,76103.8,-1.3,0.14,
17:18:01,76094.0,76104.3,-1.4,0.13,
17:18:12,76094.0,76100.7,-0.9,0.14,
17:18:12,76094.0,76100.8,-0.9,0.15,
17:18:15,76090.01,76098.7,-1.1,0.14,
17:18:15,76090.01,76100.7,-1.4,0.15,
17:18:27,76085.62,76085.3,0.0,0.14,
17:18:28,76085.62,76085.3,0.0,0.23,
17:18:31,76084.29,76088.2,-0.5,0.14,
17:18:42,76077.52,76083.3,-0.8,0.13,
17:18:42,76077.52,76083.3,-0.8,0.13,
17:18:45,76077.53,76087.5,-1.3,0.14,
17:18:45,76077.53,76087.5,-1.3,0.14,
17:18:57,76092.74,76104.8,-1.6,0.13,
17:18:57,76092.74,76104.8,-1.6,0.14,
17:19:01,76092.74,76104.8,-1.6,0.13,
17:19:12,76085.62,76083.6,0.3,0.13,
17:19:13,76085.62,76083.6,0.3,0.36,
17:19:15,76077.52,76083.1,-0.7,0.14,
17:19:15,76077.52,76083.1,-0.7,0.14,
17:19:27,76068.73,76073.9,-0.7,0.14,
17:19:27,76068.73,76073.9,-0.7,0.14,
17:19:31,76068.74,76073.8,-0.7,0.28,
17:19:42,76068.74,76075.5,-0.9,0.15,
17:19:42,76068.74,76075.5,-0.9,0.15,
17:19:45,76068.74,76075.5,-0.9,0.13,
17:19:45,76068.74,76075.5,-0.9,0.13,
17:19:57,76068.73,76075.5,-0.9,0.15,
17:19:57,76068.73,76075.5,-0.9,0.14,
17:20:01,76047.35,76063.0,-2.1,0.17,
17:20:12,76047.36,76052.2,-0.6,0.13,
17:20:12,76047.36,76052.2,-0.6,0.13,
17:20:15,76040.45,76052.3,-1.6,0.13,
17:20:15,76040.45,76052.3,-1.6,0.23,
17:20:27,76036.01,76036.9,-0.1,0.14,
17:20:27,76036.01,76036.9,-0.1,0.13,
17:20:31,76033.34,76036.9,-0.5,0.15,
17:20:43,76013.28,76022.8,-1.3,0.25,
17:20:43,76013.28,76010.1,0.4,0.29,
17:20:45,76012.6,76010.0,0.3,0.14,
17:20:45,76012.6,76010.0,0.3,0.14,
17:20:57,76012.61,76018.7,-0.8,0.14,
17:20:57,76012.61,76018.7,-0.8,0.15,
17:21:01,76012.6,76015.9,-0.4,0.14,
17:21:12,76026.88,76034.6,-1.0,0.12,
17:21:12,76026.88,76037.6,-1.4,0.13,
17:21:15,76026.88,76037.6,-1.4,0.14,
17:21:15,76026.88,76037.6,-1.4,0.17,
17:21:27,76034.5,76051.6,-2.2,0.13,
17:21:27,76034.5,76051.6,-2.2,0.14,
17:21:31,76034.5,76051.7,-2.3,0.13,
17:21:42,76035.0,76051.6,-2.2,0.13,
17:21:42,76035.0,76051.6,-2.2,0.14,
17:21:45,76035.0,76051.7,-2.2,0.14,
17:21:45,76035.0,76051.7,-2.2,0.15,
17:21:57,76048.67,76055.3,-0.9,0.13,
17:21:57,76048.67,76055.4,-0.9,0.14,
17:22:01,76048.68,76055.3,-0.9,0.12,
17:22:12,76048.68,76055.4,-0.9,0.13,
17:22:12,76048.68,76055.4,-0.9,0.16,
17:22:15,76048.67,76055.3,-0.9,0.14,
17:22:15,76048.67,76055.3,-0.9,0.17,
17:22:27,76048.68,76055.4,-0.9,0.13,
17:22:27,76048.68,76055.3,-0.9,0.14,
17:22:31,76048.67,76055.4,-0.9,0.13,
17:22:42,76045.92,76051.4,-0.7,0.14,
17:22:42,76045.92,76051.4,-0.7,0.13,
17:22:45,76045.91,76051.4,-0.7,0.14,
17:22:57,76053.53,76061.8,-1.1,0.13,
17:22:57,76053.53,76061.9,-1.1,0.13,
17:23:01,76053.53,76065.0,-1.5,0.13,
17:23:12,76061.14,76072.1,-1.4,0.13,
17:23:12,76061.14,76076.5,-2.0,0.13,
17:23:15,76061.14,76072.1,-1.4,0.13,
17:23:15,76061.14,76072.1,-1.4,0.15,
17:23:27,76068.0,76077.6,-1.3,0.14,
17:23:27,76068.0,76077.6,-1.3,0.15,
17:23:31,76067.99,76077.5,-1.3,0.14,
17:23:42,76068.0,76072.4,-0.6,0.14,
17:23:42,76068.0,76072.4,-0.6,0.14,
17:23:45,76068.0,76072.4,-0.6,0.14,
17:23:45,76068.0,76072.4,-0.6,0.14,
17:23:58,76068.0,76070.2,-0.3,0.25,
17:24:01,76068.0,76070.2,-0.3,0.18,
17:24:12,76079.76,76084.3,-0.6,0.14,
17:24:12,76079.76,76084.3,-0.6,0.15,
17:24:15,76079.75,76085.3,-0.7,0.13,
17:24:15,76079.75,76085.3,-0.7,0.13,
17:24:27,76079.76,76085.6,-0.8,0.13,
17:24:27,76079.76,76085.6,-0.8,0.13,
17:24:31,76075.4,76084.4,-1.2,0.13,
17:24:42,76070.28,76077.9,-1.0,0.12,
17:24:42,76070.28,76077.9,-1.0,0.13,
17:24:45,76070.27,76078.0,-1.0,0.13,
17:24:45,76070.27,76077.9,-1.0,0.13,
17:24:57,76070.27,76075.4,-0.7,0.14,
17:24:57,76070.27,76075.3,-0.7,0.13,
17:25:01,76070.28,76073.2,-0.4,0.13,
17:25:12,76070.28,76081.3,-1.4,0.13,
17:25:13,76070.28,76081.3,-1.4,0.26,
17:25:15,76070.28,76081.2,-1.4,0.12,
17:25:15,76070.28,76081.3,-1.4,0.12,
17:25:27,76070.27,76091.2,-2.8,0.13,
17:25:27,76070.27,76091.2,-2.8,0.13,
17:25:31,76070.28,76088.3,-2.4,0.13,
17:25:42,76070.28,76086.4,-2.1,0.13,
17:25:42,76070.28,76086.4,-2.1,0.13,
17:25:45,76070.28,76086.4,-2.1,0.13,
17:25:45,76070.28,76086.4,-2.1,0.14,
17:25:57,76099.98,76110.1,-1.3,0.14,
17:25:57,76099.98,76110.0,-1.3,0.13,
17:26:01,76099.99,76110.0,-1.3,0.13,
17:26:12,76079.8,76086.5,-0.9,0.13,
17:26:12,76079.8,76086.5,-0.9,0.13,
17:26:15,76079.8,76086.5,-0.9,0.14,
17:26:15,76079.8,76086.5,-0.9,0.14,
17:26:27,76079.79,76083.0,-0.4,0.13,
17:26:28,76079.79,76083.0,-0.4,0.14,
17:26:31,76079.8,76082.9,-0.4,0.15,
17:26:42,76071.76,76079.7,-1.0,0.14,
17:26:42,76071.76,76079.8,-1.1,0.14,
17:26:45,76071.75,76075.9,-0.5,0.14,
17:26:45,76071.75,76075.9,-0.5,0.14,
17:26:58,76071.76,76079.8,-1.1,0.14,
17:26:58,76071.76,76079.8,-1.1,0.13,
17:27:01,76071.75,76079.8,-1.1,0.14,
17:27:13,76078.39,76092.4,-1.8,0.12,
17:27:13,76078.39,76092.4,-1.8,0.16,
17:27:15,76078.4,76092.4,-1.8,0.13,
17:27:15,76078.4,76092.4,-1.8,0.14,
17:27:28,76090.35,76092.3,-0.3,0.14,
17:27:28,76090.35,76092.3,-0.3,0.14,
17:27:31,76090.35,76096.0,-0.7,0.13,
17:27:43,76090.35,76099.8,-1.2,0.14,
17:27:43,76090.35,76099.8,-1.2,0.21,
17:27:45,76090.35,76099.8,-1.2,0.13,
17:27:58,76090.35,76095.5,-0.7,0.14,
17:27:58,76090.35,76095.4,-0.7,0.14,
17:28:01,76090.34,76099.8,-1.2,0.14,
17:28:13,76103.09,76114.8,-1.5,0.14,
17:28:13,76103.09,76114.7,-1.5,0.15,
17:28:15,76103.96,76120.4,-2.2,0.14,
17:28:15,76103.96,76120.4,-2.2,0.16,
17:28:28,76117.49,76123.8,-0.8,0.14,
17:28:28,76117.49,76123.8,-0.8,0.14,
17:28:31,76117.49,76128.1,-1.4,0.14,
17:28:43,76117.5,76123.2,-0.7,0.14,
17:28:43,76117.5,76123.2,-0.7,0.14,
17:28:45,76117.5,76123.3,-0.8,0.14,
17:28:45,76117.5,76123.3,-0.8,0.13,
17:28:58,76130.72,76136.2,-0.7,0.13,
17:28:58,76130.72,76136.2,-0.7,0.24,
17:29:01,76130.73,76143.9,-1.7,0.13,
17:29:13,76145.19,76157.9,-1.7,0.13,
17:29:13,76145.19,76158.0,-1.7,0.13,
17:29:15,76174.47,76176.8,-0.3,0.13,
17:29:15,76174.47,76176.8,-0.3,0.13,
17:29:28,76150.11,76154.5,-0.6,0.13,
17:29:28,76150.11,76154.4,-0.6,0.14,
17:29:31,76161.58,76176.5,-2.0,0.17,
17:29:43,76186.89,76192.1,-0.7,0.14,
17:29:43,76186.89,76192.1,-0.7,0.14,
17:29:45,76186.89,76192.1,-0.7,0.13,
17:29:45,76186.89,76192.1,-0.7,0.13,
17:29:58,76190.56,76197.1,-0.9,0.13,
17:29:58,76190.56,76197.0,-0.8,0.13,
17:30:01,76263.89,76260.9,0.4,0.19,
17:30:13,76238.19,76236.9,0.2,0.14,
17:30:13,76238.19,76236.9,0.2,0.14,
17:30:15,76238.19,76241.8,-0.5,0.14,
17:30:15,76238.19,76241.8,-0.5,0.14,
17:30:28,76252.71,76249.5,0.4,0.13,
17:30:28,76252.71,76251.1,0.2,0.13,
17:30:31,76240.2,76243.4,-0.4,0.15,
17:30:43,76263.9,76267.9,-0.5,0.13,
17:30:43,76263.9,76267.9,-0.5,0.19,
17:30:45,76266.66,76271.7,-0.7,0.14,
17:30:45,76266.66,76271.7,-0.7,0.13,
17:30:58,76302.82,76293.7,1.2,0.13,
17:30:58,76302.82,76302.2,0.1,0.13,
17:31:01,76327.95,76318.0,1.3,0.18,
17:31:13,76338.06,76341.1,-0.4,0.13,
17:31:13,76338.06,76341.3,-0.4,0.14,
17:31:15,76310.42,76327.6,-2.3,0.13,
17:31:15,76310.42,76327.6,-2.3,0.13,
17:31:28,76306.29,76315.2,-1.2,0.13,
17:31:28,76306.29,76315.2,-1.2,0.13,
17:31:31,76306.28,76307.8,-0.2,0.2,
17:31:43,76310.42,76310.6,-0.0,0.14,
17:31:43,76310.42,76310.6,-0.0,0.14,
17:31:45,76308.06,76310.7,-0.3,0.13,
17:31:45,76308.06,76310.6,-0.3,0.13,
17:31:58,76282.2,76283.2,-0.1,0.13,
17:31:58,76282.2,76283.1,-0.1,0.13,
17:32:01,76277.63,76280.3,-0.4,0.15,
17:32:13,76268.45,76265.2,0.4,0.14,
17:32:13,76268.45,76269.9,-0.2,0.14,
17:32:15,76259.68,76251.0,1.1,0.13,
17:32:15,76259.68,76251.0,1.1,0.14,
17:32:28,76224.57,76228.7,-0.5,0.13,
17:32:28,76224.57,76228.7,-0.5,0.14,
17:32:31,76224.57,76228.7,-0.5,0.13,
17:32:43,76224.4,76222.5,0.2,0.14,
17:32:43,76224.4,76222.5,0.2,0.14,
17:32:45,76224.4,76221.7,0.4,0.18,
17:32:58,76241.54,76240.0,0.2,0.14,
17:32:58,76241.54,76240.0,0.2,0.14,
17:33:01,76232.35,76229.6,0.4,0.17,
17:33:13,76239.03,76236.9,0.3,0.13,
17:33:13,76239.03,76236.9,0.3,0.13,
17:33:15,76239.03,76231.5,1.0,0.14,
17:33:15,76239.03,76231.5,1.0,0.14,
17:33:28,76226.76,76231.6,-0.6,0.14,
17:33:28,76226.76,76231.7,-0.6,0.14,
17:33:31,76226.75,76236.6,-1.3,0.13,
17:33:43,76224.62,76225.7,-0.1,0.14,
17:33:43,76224.62,76227.5,-0.4,0.14,
17:33:45,76224.62,76226.4,-0.2,0.15,
17:33:45,76224.62,76226.4,-0.2,0.14,
17:33:58,76210.35,76219.4,-1.2,0.11,
17:33:58,76210.35,76219.3,-1.2,0.14,
17:34:01,76210.35,76219.3,-1.2,0.13,
17:34:13,76205.74,76206.3,-0.1,0.13,
17:34:13,76205.74,76206.3,-0.1,0.24,
17:34:15,76205.75,76206.2,-0.1,0.14,
17:34:15,76205.75,76206.2,-0.1,0.14,
17:34:28,76203.25,76200.0,0.4,0.14,
17:34:28,76203.25,76204.4,-0.2,0.14,
17:34:31,76203.25,76204.5,-0.2,0.14,
17:34:43,76203.24,76210.8,-1.0,0.12,
17:34:43,76203.24,76210.8,-1.0,0.13,
17:34:45,76203.24,76210.8,-1.0,0.13,
17:34:45,76203.24,76210.7,-1.0,0.13,
17:34:58,76219.05,76219.3,-0.0,0.14,
17:35:01,76219.05,76219.3,-0.0,0.14,
17:35:13,76219.05,76218.8,0.0,0.24,
17:35:13,76219.05,76218.9,0.0,0.38,
17:35:15,76219.06,76226.6,-1.0,0.13,
17:35:15,76219.06,76226.6,-1.0,0.23,
17:35:28,76234.19,76243.9,-1.3,0.14,
17:35:28,76234.19,76243.9,-1.3,0.16,
17:35:31,76234.19,76232.7,0.2,0.13,
17:35:43,76270.0,76274.7,-0.6,0.13,
17:35:43,76270.0,76274.7,-0.6,0.13,
17:35:45,76269.99,76262.2,1.0,0.14,
17:35:45,76269.99,76262.2,1.0,0.14,
17:35:58,76275.98,76277.0,-0.1,0.13,
17:35:58,76275.98,76277.6,-0.2,0.13,
17:36:01,76275.99,76274.7,0.2,0.17,
17:36:13,76270.0,76271.4,-0.2,0.13,
17:36:13,76270.0,76271.4,-0.2,0.13,
17:36:15,76270.0,76271.4,-0.2,0.14,
17:36:15,76270.0,76271.4,-0.2,0.15,
17:36:28,76264.11,76261.0,0.4,0.13,
17:36:28,76264.11,76261.1,0.4,0.15,
17:36:31,76264.11,76264.5,-0.1,0.14,
17:36:43,76262.41,76261.2,0.2,0.14,
17:36:43,76262.41,76261.2,0.2,0.13,
17:36:45,76262.41,76261.1,0.2,0.15,
17:36:45,76262.41,76261.0,0.2,0.15,
17:36:58,76259.93,76262.2,-0.3,0.13,
17:36:58,76259.93,76262.2,-0.3,0.13,
17:37:01,76259.92,76263.9,-0.5,0.14,
17:37:13,76262.0,76269.3,-1.0,0.13,
17:37:13,76261.99,76269.3,-1.0,0.23,
17:37:15,76262.0,76269.2,-0.9,0.14,
17:37:15,76262.0,76269.2,-0.9,0.14,
17:37:28,76273.08,76271.4,0.2,0.14,
17:37:28,76273.08,76271.3,0.2,0.14,
17:37:31,76273.07,76271.4,0.2,0.15,
17:37:43,76253.29,76248.5,0.6,0.13,
17:37:43,76253.29,76248.5,0.6,0.18,
17:37:45,76250.67,76248.6,0.3,0.13,
17:37:45,76250.67,76248.6,0.3,0.17,
17:37:58,76240.28,76235.7,0.6,0.13,
17:37:58,76240.28,76235.6,0.6,0.14,
17:38:01,76240.28,76235.7,0.6,0.14,
17:38:13,76227.45,76223.2,0.6,0.14,
17:38:13,76227.45,76223.3,0.5,0.14,
17:38:15,76227.45,76227.9,-0.1,0.13,
17:38:28,76227.44,76233.9,-0.8,0.14,
17:38:28,76227.44,76233.9,-0.8,0.13,
17:38:31,76231.28,76233.8,-0.3,0.13,
17:38:43,76239.74,76248.9,-1.2,0.19,
17:38:46,76239.73,76248.6,-1.2,0.16,
17:38:46,76239.73,76248.6,-1.2,0.16,
17:38:58,76251.88,76254.5,-0.3,0.16,
17:38:58,76251.88,76245.7,0.8,0.16,
17:39:01,76246.58,76244.6,0.3,0.23,
17:39:13,76229.19,76230.5,-0.2,0.14,
17:39:13,76229.19,76230.5,-0.2,0.13,
17:39:16,76229.18,76236.8,-1.0,0.15,
17:39:16,76229.18,76238.3,-1.2,0.15,
17:39:28,76238.29,76245.6,-1.0,0.13,
17:39:28,76238.29,76245.6,-1.0,0.15,
17:39:31,76238.28,76245.5,-0.9,0.26,
17:39:43,76230.66,76230.8,-0.0,0.19,
17:39:43,76230.66,76230.8,-0.0,0.19,
17:39:46,76230.66,76230.7,-0.0,0.14,
17:39:46,76230.66,76230.7,-0.0,0.16,
17:39:58,76230.66,76238.2,-1.0,0.52,
17:39:58,76230.66,76238.3,-1.0,0.51,
17:40:01,76230.65,76238.2,-1.0,0.15,
17:40:13,76244.99,76245.0,-0.0,0.16,
17:40:13,76244.99,76245.0,-0.0,0.16,
17:40:16,76244.98,76245.0,-0.0,0.15,
17:40:16,76244.98,76245.0,-0.0,0.15,
17:40:28,76223.57,76223.6,-0.0,0.14,
17:40:31,76223.56,76223.5,0.0,0.14,
17:40:43,76206.46,76205.3,0.2,0.13,
17:40:43,76206.46,76205.3,0.2,0.14,
17:40:46,76203.25,76201.1,0.3,0.15,
17:40:46,76203.25,76201.1,0.3,0.17,
17:40:58,76196.31,76199.2,-0.4,0.14,
17:40:58,76196.31,76199.2,-0.4,0.13,
17:41:01,76196.31,76201.5,-0.7,0.14,
17:41:13,76205.0,76204.0,0.1,0.12,
17:41:13,76205.0,76204.1,0.1,0.14,
17:41:16,76203.44,76199.1,0.6,0.13,
17:41:16,76203.44,76199.0,0.6,0.15,
17:41:28,76203.44,76209.8,-0.8,0.13,
17:41:28,76203.44,76209.9,-0.8,0.13,
17:41:31,76203.44,76209.9,-0.8,0.14,
17:41:43,76203.44,76205.1,-0.2,0.13,
17:41:43,76203.44,76205.1,-0.2,0.14,
17:41:46,76203.44,76205.2,-0.2,0.14,
17:41:46,76203.44,76205.2,-0.2,0.13,
17:41:58,76203.43,76203.4,0.0,0.13,
17:41:58,76203.43,76203.5,-0.0,0.14,
17:42:01,76188.29,76195.5,-0.9,0.14,
17:42:13,76180.13,76184.3,-0.5,0.13,
17:42:13,76180.13,76184.3,-0.5,0.13,
17:42:16,76180.14,76182.4,-0.3,0.19,
17:42:16,76180.14,76182.4,-0.3,0.23,
17:42:29,76180.14,76182.4,-0.3,0.69,
17:42:29,76180.14,76182.4,-0.3,0.74,
17:42:31,76167.27,76174.9,-1.0,0.16,
17:42:43,76167.27,76167.9,-0.1,0.15,
17:42:43,76167.27,76167.9,-0.1,0.15,
17:42:46,76167.25,76166.8,0.1,0.18,
17:42:46,76167.25,76166.8,0.1,0.19,
17:42:58,76141.27,76138.2,0.4,0.16,
17:42:58,76141.27,76138.3,0.4,0.14,
17:43:01,76140.01,76138.3,0.2,0.17,
17:43:13,76130.22,76130.5,-0.0,0.41,
17:43:14,76130.22,76130.4,-0.0,0.22,
17:43:16,76127.76,76130.4,-0.3,0.16,
17:43:16,76127.76,76130.5,-0.4,0.16,
17:43:28,76135.26,76138.2,-0.4,0.19,
17:43:28,76135.26,76138.3,-0.4,0.15,
17:43:32,76135.25,76138.3,-0.4,0.17,
17:43:43,76135.25,76135.9,-0.1,0.17,
17:43:43,76135.25,76135.9,-0.1,0.17,
17:43:46,76135.26,76142.9,-1.0,0.19,
17:43:46,76135.26,76142.9,-1.0,0.18,
17:43:58,76135.25,76135.7,-0.1,0.15,
17:43:58,76135.25,76135.7,-0.1,0.16,
17:44:02,76130.78,76135.2,-0.6,0.16,
17:44:13,76107.68,76116.4,-1.1,0.15,
17:44:13,76107.68,76116.4,-1.1,0.16,
17:44:16,76107.68,76113.0,-0.7,0.24,
17:44:16,76107.68,76116.3,-1.1,0.23,
17:44:28,76103.12,76106.6,-0.5,0.17,
17:44:28,76103.12,76106.6,-0.5,0.15,
17:44:32,76103.11,76106.6,-0.5,0.18,
17:44:44,76102.93,76107.6,-0.6,0.22,
17:44:44,76102.93,76107.7,-0.6,0.25,
17:44:46,76102.93,76107.7,-0.6,0.15,
17:44:46,76102.93,76107.7,-0.6,0.18,
17:44:59,76079.81,76084.9,-0.7,0.18,
17:44:59,76079.81,76084.6,-0.6,0.2,
17:45:02,76092.75,76097.5,-0.6,0.16,
17:45:14,76111.73,76114.1,-0.3,0.15,
17:45:14,76111.73,76114.2,-0.3,0.17,
17:45:17,76111.72,76114.1,-0.3,0.6,
17:45:17,76111.72,76110.0,0.2,0.55,
17:45:29,76085.61,76084.6,0.1,0.18,
17:45:29,76085.61,76084.5,0.1,0.22,
17:45:32,76085.62,76084.5,0.1,0.15,
17:45:43,76085.1,76081.9,0.4,0.16,
17:45:43,76085.1,76081.9,0.4,0.16,
17:45:46,76078.25,76080.5,-0.3,0.15,
17:45:46,76078.25,76080.5,-0.3,0.17,
17:45:59,76077.02,76077.7,-0.1,0.15,
17:45:59,76077.02,76077.7,-0.1,0.3,
17:46:02,76075.69,76084.3,-1.1,0.15,
17:46:14,76094.26,76101.9,-1.0,0.16,
17:46:14,76094.26,76101.9,-1.0,0.16,
17:46:16,76094.26,76102.0,-1.0,0.35,
17:46:16,76094.26,76102.0,-1.0,0.36,
17:46:29,76094.26,76094.8,-0.1,0.14,
17:46:29,76094.26,76094.8,-0.1,0.16,
17:46:32,76094.25,76094.9,-0.1,0.16,
17:46:44,76094.26,76102.6,-1.1,0.16,
17:46:44,76094.26,76102.6,-1.1,0.16,
17:46:47,76094.26,76102.6,-1.1,0.53,
17:46:47,76094.26,76102.6,-1.1,0.52,
17:46:59,76094.25,76102.7,-1.1,0.26,
17:46:59,76094.25,76102.7,-1.1,0.16,
17:47:02,76100.48,76108.5,-1.1,0.56,
17:47:14,76100.48,76108.5,-1.1,0.16,
17:47:14,76100.48,76108.5,-1.1,0.17,
17:47:16,76100.48,76108.5,-1.1,0.24,
17:47:16,76100.48,76108.4,-1.0,0.16,
17:47:29,76114.57,76119.3,-0.6,0.19,
17:47:29,76114.57,76119.3,-0.6,0.23,
17:47:32,76114.57,76126.6,-1.6,0.16,
17:47:44,76116.84,76126.6,-1.3,0.15,
17:47:44,76116.84,76126.6,-1.3,0.15,
17:47:46,76116.85,76126.7,-1.3,0.17,
17:47:46,76116.85,76126.7,-1.3,0.17,
17:47:59,76121.16,76129.8,-1.1,0.15,
17:47:59,76121.16,76129.8,-1.1,0.15,
17:48:02,76121.17,76126.4,-0.7,0.18,
17:48:14,76121.17,76133.6,-1.6,0.16,
17:48:14,76121.17,76133.6,-1.6,0.16,
17:48:16,76121.16,76133.5,-1.6,0.17,
17:48:16,76121.16,76133.5,-1.6,0.18,
17:48:29,76133.28,76137.7,-0.6,0.15,
17:48:29,76133.28,76137.7,-0.6,0.16,
17:48:32,76156.58,76154.9,0.2,0.16,
17:48:44,76156.57,76169.2,-1.7,0.15,
17:48:44,76156.57,76169.2,-1.7,0.16,
17:48:46,76169.52,76175.5,-0.8,0.2,
17:48:46,76169.52,76175.5,-0.8,0.2,
17:48:59,76185.66,76191.6,-0.8,0.19,
17:48:59,76185.66,76191.6,-0.8,0.18,
17:49:02,76185.66,76191.7,-0.8,0.16,
17:49:14,76179.58,76182.9,-0.4,0.17,
17:49:14,76179.58,76182.9,-0.4,0.18,
17:49:16,76170.42,76173.4,-0.4,0.16,
17:49:16,76170.42,76168.5,0.3,0.16,
17:49:29,76169.5,76174.4,-0.6,0.15,
17:49:29,76169.5,76174.4,-0.6,0.16,
17:49:32,76169.5,76168.2,0.2,0.16,
17:49:44,76169.5,76172.6,-0.4,0.15,
17:49:44,76169.5,76172.6,-0.4,0.15,
17:49:46,76169.5,76173.4,-0.5,0.23,
17:49:46,76169.5,76173.4,-0.5,0.23,
17:50:00,76168.01,76167.9,0.0,0.19,
17:50:00,76168.0,76167.9,0.0,0.23,
17:50:02,76168.0,76168.0,0.0,0.18,
17:50:15,76168.0,76174.7,-0.9,0.17,
17:50:15,76168.0,76174.7,-0.9,0.16,
17:50:16,76176.49,76185.2,-1.1,0.17,
17:50:16,76176.49,76185.2,-1.1,0.16,
17:50:30,76184.0,76188.9,-0.6,0.15,
17:50:30,76184.0,76188.9,-0.6,0.16,
17:50:32,76185.64,76197.4,-1.5,0.18,
17:50:45,76196.31,76207.3,-1.4,0.19,
17:50:45,76196.3,76207.3,-1.4,0.17,
17:50:47,76196.3,76207.2,-1.4,0.17,
17:50:47,76196.3,76207.2,-1.4,0.17,
17:50:59,76191.61,76198.0,-0.8,0.14,
17:51:00,76187.63,76192.0,-0.6,0.15,
17:51:02,76185.29,76181.4,0.5,0.17,
17:51:15,76179.25,76181.2,-0.3,0.16,
17:51:15,76179.25,76181.2,-0.3,0.15,
17:51:17,76179.26,76181.2,-0.3,0.15,
17:51:17,76179.26,76181.1,-0.2,0.15,
17:51:30,76174.17,76174.7,-0.1,0.17,
17:51:30,76174.17,76174.7,-0.1,0.17,
17:51:32,76174.17,76174.6,-0.1,0.19,
17:51:45,76174.16,76181.1,-0.9,0.18,
17:51:45,76174.16,76181.1,-0.9,0.15,
17:51:47,76174.17,76181.1,-0.9,0.6,
17:51:47,76174.17,76181.0,-0.9,0.63,
17:52:00,76179.3,76177.3,0.3,0.13,
17:52:00,76179.3,76177.3,0.3,0.16,
17:52:02,76187.5,76191.8,-0.6,0.15,
17:52:15,76187.51,76188.1,-0.1,0.15,
17:52:15,76187.51,76188.1,-0.1,0.15,
17:52:17,76164.63,76163.6,0.1,0.15,
17:52:17,76164.63,76173.3,-1.1,0.22,
17:52:30,76164.18,76167.1,-0.4,0.16,
17:52:30,76164.18,76167.1,-0.4,0.14,
17:52:32,76180.94,76180.5,0.1,0.3,
17:52:45,76172.73,76183.5,-1.4,0.17,
17:52:45,76172.73,76183.5,-1.4,0.17,
17:52:47,76178.67,76180.6,-0.3,0.64,
17:52:47,76178.67,76179.0,-0.0,0.64,
17:53:00,76171.96,76175.7,-0.5,0.15,
17:53:00,76171.64,76175.7,-0.5,0.15,
17:53:02,76160.35,76163.5,-0.4,0.16,
17:53:15,76155.13,76163.5,-1.1,0.19,
17:53:15,76155.13,76163.5,-1.1,0.22,
17:53:17,76155.14,76163.4,-1.1,0.15,
17:53:17,76155.14,76163.4,-1.1,0.15,
17:53:30,76140.4,76139.3,0.1,0.15,
17:53:30,76140.4,76139.3,0.1,0.15,
17:53:32,76140.41,76139.2,0.2,0.49,
17:53:45,76140.4,76137.9,0.3,0.15,
17:53:45,76140.4,76137.8,0.3,0.16,
17:53:47,76140.39,76137.8,0.3,0.17,
17:53:47,76140.39,76137.8,0.3,0.27,
17:54:00,76134.02,76133.2,0.1,0.15,
17:54:00,76134.02,76133.2,0.1,0.15,
17:54:02,76134.03,76133.3,0.1,0.16,
17:54:15,76134.02,76133.3,0.1,0.16,
17:54:15,76134.02,76133.3,0.1,0.15,
17:54:17,76134.03,76133.4,0.1,0.15,
17:54:17,76134.03,76133.4,0.1,0.17,
17:54:30,76143.01,76151.7,-1.1,0.15,
17:54:30,76143.01,76151.7,-1.1,0.15,
17:54:32,76143.01,76151.6,-1.1,0.14,
17:54:45,76137.59,76147.5,-1.3,0.17,
17:54:45,76137.59,76147.5,-1.3,0.2,
17:54:47,76137.59,76147.4,-1.3,0.15,
17:54:47,76137.59,76147.4,-1.3,0.18,
17:55:00,76137.6,76151.6,-1.8,0.18,
17:55:00,76137.6,76151.5,-1.8,0.27,
17:55:02,76137.6,76144.1,-0.9,0.25,
17:55:15,76135.86,76139.2,-0.4,0.15,
17:55:15,76135.86,76139.2,-0.4,0.15,
17:55:17,76135.85,76139.3,-0.5,0.15,
17:55:17,76135.85,76139.3,-0.5,0.17,
17:55:30,76132.66,76126.3,0.8,0.15,
17:55:30,76132.66,76126.2,0.8,0.15,
17:55:32,76128.0,76126.2,0.2,0.17,
17:55:45,76128.0,76129.2,-0.2,0.16,
17:55:45,76128.0,76129.2,-0.2,0.15,
17:55:47,76128.0,76129.1,-0.1,0.57,
17:55:47,76128.0,76129.1,-0.1,0.6,
17:56:00,76128.01,76137.6,-1.3,0.15,
17:56:00,76128.01,76137.7,-1.3,0.16,
