time,name,price,chg_24h_pct,vol_24h_usdt,high,low,signal
00:23:54,PENGU,0.009929,2.68,39540069.0,0.010009,0.009319,
00:24:54,DOGE,0.1067,4.05,186726967.0,0.10841,0.10096,Y
00:24:54,SHIB,6.32e-06,3.78,10066597.0,6.38e-06,6e-06,
00:24:54,PEPE,3.89e-06,1.57,47448966.0,3.95e-06,3.74e-06,
00:24:54,FLOKI,3.246e-05,1.88,3460706.0,3.284e-05,3.109e-05,
00:24:54,BONK,6.25e-06,1.79,5020044.0,6.3e-06,5.98e-06,
00:24:54,WIF,0.188,7.43,6844591.0,0.191,0.171,
00:24:54,BOME,0.00053,5.37,1307229.0,0.000535,0.000483,
00:24:54,NEIRO,8.928e-05,2.21,3121758.0,9.111e-05,8.45e-05,
00:24:54,PENGU,0.00994,2.74,39475621.0,0.010009,0.009319,
00:25:55,DOGE,0.10659,3.88,186466195.0,0.10841,0.10096,Y
00:25:55,SHIB,6.31e-06,3.61,10056896.0,6.38e-06,6e-06,
00:25:55,PEPE,3.88e-06,1.3,47387579.0,3.95e-06,3.74e-06,
00:25:55,FLOKI,3.243e-05,1.66,3460756.0,3.284e-05,3.109e-05,
00:25:55,BONK,6.24e-06,1.63,5017934.0,6.3e-06,5.98e-06,
00:25:55,WIF,0.188,7.43,6844765.0,0.191,0.171,
00:25:55,BOME,0.00053,5.16,1307761.0,0.000535,0.000483,
00:25:55,NEIRO,8.903e-05,1.81,3117983.0,9.111e-05,8.45e-05,
00:25:55,PENGU,0.009923,2.36,39450875.0,0.010009,0.009319,
00:26:55,DOGE,0.10653,3.77,186482863.0,0.10841,0.10096,Y
00:26:55,SHIB,6.31e-06,3.61,10055568.0,6.38e-06,6e-06,
00:26:55,PEPE,3.87e-06,0.78,47356403.0,3.95e-06,3.74e-06,
00:26:55,FLOKI,3.24e-05,1.47,3461629.0,3.284e-05,3.109e-05,
00:26:55,BONK,6.24e-06,1.63,5017591.0,6.3e-06,5.98e-06,
00:26:55,WIF,0.188,7.43,6863266.0,0.191,0.171,
00:26:55,BOME,0.000529,4.75,1307958.0,0.000535,0.000483,
00:26:55,NEIRO,8.895e-05,1.54,3117805.0,9.111e-05,8.45e-05,
00:26:55,PENGU,0.009917,2.27,39433362.0,0.010009,0.009319,
00:27:54,DOGE,0.10648,3.63,186320364.0,0.10841,0.10096,Y
00:27:54,SHIB,6.3e-06,3.11,10044648.0,6.38e-06,6e-06,
00:27:54,PEPE,3.87e-06,1.04,47351396.0,3.95e-06,3.74e-06,
00:27:54,FLOKI,3.238e-05,1.28,3464672.0,3.284e-05,3.109e-05,
00:27:54,BONK,6.23e-06,1.14,5023469.0,6.3e-06,5.98e-06,
00:27:54,WIF,0.187,6.86,6869954.0,0.191,0.171,
00:27:54,BOME,0.000529,4.75,1308597.0,0.000535,0.000483,
00:27:54,NEIRO,8.892e-05,1.58,3114792.0,9.111e-05,8.45e-05,
00:27:54,PENGU,0.009899,2.02,39441077.0,0.010009,0.009319,
00:28:54,DOGE,0.10623,3.5,186443453.0,0.10841,0.10096,Y
00:28:54,SHIB,6.29e-06,3.12,10037770.0,6.38e-06,6e-06,
00:28:54,PEPE,3.87e-06,1.04,47452383.0,3.95e-06,3.74e-06,
00:28:54,FLOKI,3.232e-05,1.16,3468037.0,3.284e-05,3.109e-05,
00:28:54,BONK,6.22e-06,1.3,5021334.0,6.3e-06,5.98e-06,
