time,symbol,binance,okx,spread_bps,elapsed
21:09:51,BTC,76329.99,76318.00,1.6,0
21:10:14,BTC,76317.88,76317.90,-0.0,0
21:10:14,ETH,2266.86,2267.00,-0.6,0
21:10:14,WIF,0.18,0.18,-38.5,0
21:10:29,BTC,76304.01,76289.90,1.8,15
21:10:29,ETH,2265.88,2266.24,-1.6,15
21:10:29,WIF,0.18,0.18,-38.5,15
21:10:44,BTC,76287.61,76275.50,1.6,30
21:10:44,ETH,2265.44,2265.51,-0.3,30
21:10:44,WIF,0.18,0.18,-38.5,30
21:10:59,BTC,76276.38,76269.90,0.8,45
21:10:59,ETH,2264.94,2265.01,-0.3,45
21:10:59,WIF,0.18,0.18,-27.5,45
21:11:14,BTC,76284.03,76269.70,1.9,60
21:11:14,ETH,2263.94,2263.91,0.1,60
21:11:14,WIF,0.18,0.18,-27.5,60
21:11:29,BTC,76275.51,76266.50,1.2,75
21:11:29,ETH,2263.14,2263.34,-0.9,75
21:11:29,WIF,0.18,0.18,-33.0,75
21:11:44,BTC,76271.96,76266.50,0.7,90
21:11:44,ETH,2263.25,2263.33,-0.4,90
21:11:44,WIF,0.18,0.18,22.0,90
21:11:59,BTC,76284.78,76280.20,0.6,105
21:11:59,ETH,2263.52,2263.81,-1.3,105
21:11:59,WIF,0.18,0.18,22.0,105
21:12:14,BTC,76279.93,76266.70,1.7,120
21:12:14,ETH,2263.00,2263.19,-0.8,120
21:12:14,WIF,0.18,0.18,-33.0,120
21:12:29,BTC,76279.93,76274.50,0.7,135
21:12:29,ETH,2263.17,2263.47,-1.3,135
21:12:29,WIF,0.18,0.18,-33.0,135
21:12:44,BTC,76299.08,76292.10,0.9,150
21:12:44,ETH,2263.68,2263.94,-1.1,150
21:12:44,WIF,0.18,0.18,-33.0,150
21:12:59,BTC,76299.08,76292.00,0.9,165
21:12:59,ETH,2263.70,2263.90,-0.9,165
21:12:59,WIF,0.18,0.18,-27.5,165
21:13:14,BTC,76305.51,76298.90,0.9,180
21:13:14,ETH,2263.64,2263.91,-1.2,180
21:13:14,WIF,0.18,0.18,27.5,180
21:13:29,BTC,76305.51,76297.30,1.1,195
21:13:29,ETH,2263.54,2263.59,-0.2,195
21:13:29,WIF,0.18,0.18,27.5,195
21:13:44,BTC,76305.51,76290.80,1.9,210
21:13:44,ETH,2263.59,2263.59,0.0,210
21:13:44,WIF,0.18,0.18,27.5,210
21:13:59,BTC,76305.51,76298.80,0.9,225
21:13:59,ETH,2263.65,2263.81,-0.7,225
21:13:59,WIF,0.18,0.18,27.5,225
21:14:14,BTC,76319.99,76315.50,0.6,240
21:14:14,ETH,2264.03,2264.29,-1.1,240
21:14:14,WIF,0.18,0.18,27.5,240
21:14:29,BTC,76313.38,76297.80,2.0,255
21:14:29,ETH,2263.63,2263.68,-0.2,255
21:14:29,WIF,0.18,0.18,27.5,255
21:14:44,BTC,76313.39,76304.80,1.1,270
21:14:44,ETH,2263.59,2263.67,-0.4,270
21:14:44,WIF,0.18,0.18,16.5,270
21:14:59,BTC,76315.81,76309.80,0.8,285
21:14:59,ETH,2263.68,2263.84,-0.7,285
21:14:59,WIF,0.18,0.18,-38.5,285
21:15:14,BTC,76315.80,76305.30,1.4,300
21:15:14,ETH,2263.60,2263.78,-0.8,300
21:15:14,WIF,0.18,0.18,-38.5,300
21:15:29,BTC,76327.14,76319.30,1.0,315
21:15:29,ETH,2264.02,2264.03,-0.0,315
21:15:29,WIF,0.18,0.18,-16.5,315
21:15:44,BTC,76315.83,76305.60,1.3,330
21:15:44,ETH,2263.33,2263.78,-2.0,330
21:15:44,WIF,0.18,0.18,-21.9,330
21:15:59,BTC,76315.83,76312.80,0.4,345
21:15:59,ETH,2263.65,2263.77,-0.5,345
21:15:59,WIF,0.18,0.18,-21.9,345
21:16:14,BTC,76323.46,76319.20,0.6,360
21:16:14,ETH,2263.79,2264.02,-1.0,360
21:16:14,WIF,0.18,0.18,-21.9,360
21:16:29,BTC,76328.67,76322.50,0.8,375
21:16:29,ETH,2263.79,2264.15,-1.6,375
21:16:29,WIF,0.18,0.18,-16.5,375
21:16:44,BTC,76310.00,76297.30,1.7,390
21:16:44,ETH,2263.64,2263.79,-0.7,390
21:16:44,WIF,0.18,0.18,-32.9,390
21:16:59,BTC,76310.00,76300.90,1.2,405
21:16:59,ETH,2263.65,2263.79,-0.6,405
21:16:59,WIF,0.18,0.18,-16.5,405
21:17:14,BTC,76310.01,76307.50,0.3,420
21:17:14,ETH,2263.42,2263.72,-1.3,420
21:17:14,WIF,0.18,0.18,-16.5,420
21:17:29,BTC,76310.01,76307.40,0.3,435
21:17:29,ETH,2263.27,2263.46,-0.8,435
21:17:29,WIF,0.18,0.18,-16.5,435
21:17:44,BTC,76325.29,76329.00,-0.5,450
21:17:44,ETH,2264.01,2264.38,-1.6,450
21:17:44,WIF,0.18,0.18,-16.5,450
21:17:59,BTC,76330.10,76315.60,1.9,465
21:17:59,ETH,2263.73,2263.71,0.1,465
21:17:59,WIF,0.18,0.18,-21.9,465
21:18:14,BTC,76336.95,76329.30,1.0,480
21:18:14,ETH,2264.11,2264.18,-0.3,480
21:18:14,WIF,0.18,0.18,32.9,480
21:18:29,BTC,76336.95,76329.30,1.0,495
21:18:29,ETH,2264.11,2264.48,-1.6,495
21:18:29,WIF,0.18,0.18,32.9,495
21:18:44,BTC,76347.63,76339.90,1.0,510
21:18:44,ETH,2264.73,2264.92,-0.8,510
21:18:44,WIF,0.18,0.18,32.9,510
21:18:59,BTC,76339.39,76332.40,0.9,525
21:18:59,ETH,2264.39,2264.44,-0.2,525
21:18:59,WIF,0.18,0.18,-21.9,525
21:19:14,BTC,76325.63,76316.90,1.1,540
21:19:14,ETH,2263.92,2264.00,-0.4,540
21:19:14,WIF,0.18,0.18,-21.9,540
21:19:29,BTC,76319.75,76313.10,0.9,555
21:19:29,ETH,2263.93,2264.01,-0.4,555
21:19:29,WIF,0.18,0.18,-21.9,555
21:19:44,BTC,76315.28,76309.90,0.7,570
21:19:44,ETH,2263.60,2263.68,-0.4,570
21:19:44,WIF,0.18,0.18,-21.9,570
21:19:59,BTC,76315.27,76315.10,0.0,585
21:19:59,ETH,2263.77,2263.91,-0.6,585
21:19:59,WIF,0.18,0.18,32.9,585
21:20:14,BTC,76315.27,76314.60,0.1,600
21:20:14,ETH,2263.71,2263.87,-0.7,600
21:20:14,WIF,0.18,0.18,10.9,600
21:20:29,BTC,76321.36,76315.70,0.7,615
21:20:29,ETH,2263.88,2263.92,-0.2,615
21:20:29,WIF,0.18,0.18,10.9,615
21:20:44,BTC,76321.36,76318.20,0.4,630
21:20:44,ETH,2264.06,2264.27,-0.9,630
21:20:44,WIF,0.18,0.18,10.9,630
21:20:59,BTC,76321.35,76318.20,0.4,645
21:20:59,ETH,2264.22,2264.35,-0.6,645
21:20:59,WIF,0.18,0.18,-16.4,645
21:21:14,BTC,76321.35,76305.10,2.1,660
21:21:14,ETH,2264.10,2264.27,-0.8,660
21:21:14,WIF,0.18,0.18,-5.5,660
21:21:29,BTC,76300.40,76294.10,0.8,675
21:21:29,ETH,2263.14,2263.21,-0.3,675
21:21:29,WIF,0.18,0.18,-5.5,675
21:21:44,BTC,76300.40,76293.60,0.9,690
21:21:44,ETH,2263.50,2263.49,0.0,690
21:21:44,WIF,0.18,0.18,-5.5,690
21:21:59,BTC,76311.57,76309.00,0.3,705
21:21:59,ETH,2263.99,2263.97,0.1,705
21:21:59,WIF,0.18,0.18,5.5,705
21:22:14,BTC,76323.58,76321.50,0.3,720
21:22:14,ETH,2264.49,2264.74,-1.1,720
21:22:14,WIF,0.18,0.18,5.5,720
21:22:29,BTC,76331.21,76326.70,0.6,735
21:22:29,ETH,2264.66,2264.74,-0.4,735
21:22:29,WIF,0.18,0.18,10.9,735
21:22:44,BTC,76331.20,76329.20,0.3,750
21:22:44,ETH,2264.82,2264.75,0.3,750
21:22:44,WIF,0.18,0.18,10.9,750
21:22:59,BTC,76333.34,76319.20,1.9,765
21:22:59,ETH,2264.82,2264.93,-0.5,765
21:22:59,WIF,0.18,0.18,16.4,765
21:23:14,BTC,76320.01,76316.10,0.5,780
21:23:14,ETH,2264.37,2264.65,-1.2,780
21:23:14,WIF,0.18,0.18,16.4,780
21:23:29,BTC,76286.00,76279.10,0.9,795
21:23:29,ETH,2263.63,2263.67,-0.2,795
21:23:29,WIF,0.18,0.18,21.9,795
21:23:44,BTC,76281.34,76279.10,0.3,810
21:23:44,ETH,2263.48,2263.59,-0.5,810
21:23:44,WIF,0.18,0.18,21.9,810
21:23:59,BTC,76281.35,76268.00,1.8,825
21:23:59,ETH,2263.49,2263.49,0.0,825
21:23:59,WIF,0.18,0.18,21.9,825
21:24:14,BTC,76278.40,76276.70,0.2,840
21:24:14,ETH,2263.25,2263.43,-0.8,840
21:24:14,WIF,0.18,0.18,21.9,840
21:24:29,BTC,76278.41,76278.40,0.0,855
21:24:29,ETH,2263.48,2263.58,-0.4,855
21:24:29,WIF,0.18,0.18,-32.9,855
21:24:44,BTC,76280.45,76279.40,0.1,870
21:24:44,ETH,2263.89,2263.90,-0.0,870
21:24:44,WIF,0.18,0.18,21.9,870
21:24:59,BTC,76269.65,76267.30,0.3,885
21:24:59,ETH,2263.58,2263.59,-0.0,885
21:24:59,WIF,0.18,0.18,21.9,885
21:25:14,BTC,76246.65,76242.80,0.5,900
21:25:14,ETH,2262.37,2262.44,-0.3,900
21:25:14,WIF,0.18,0.18,21.9,900
21:25:29,BTC,76236.82,76236.90,-0.0,915
21:25:29,ETH,2262.21,2262.37,-0.7,915
21:25:29,WIF,0.18,0.18,21.9,915
21:25:44,BTC,76236.83,76236.90,-0.0,930
21:25:44,ETH,2262.11,2262.13,-0.1,930
21:25:44,WIF,0.18,0.18,21.9,930
21:25:59,BTC,76249.35,76250.70,-0.2,945
21:25:59,ETH,2262.71,2262.80,-0.4,945
21:25:59,WIF,0.18,0.18,21.9,945
21:26:14,BTC,76240.70,76236.50,0.6,960
21:26:14,ETH,2262.19,2262.18,0.0,960
21:26:14,WIF,0.18,0.18,21.9,960
21:26:29,BTC,76235.31,76234.00,0.2,975
21:26:29,ETH,2262.01,2262.21,-0.9,975
21:26:29,WIF,0.18,0.18,21.9,975
21:26:44,BTC,76220.00,76209.80,1.3,990
21:26:44,ETH,2260.50,2260.77,-1.2,990
21:26:44,WIF,0.18,0.18,21.9,990
21:26:59,BTC,76208.57,76204.20,0.6,1005
21:26:59,ETH,2260.16,2260.31,-0.7,1005
21:26:59,WIF,0.18,0.18,-21.9,1005
21:27:14,BTC,76184.00,76179.30,0.6,1020
21:27:14,ETH,2259.82,2259.96,-0.6,1020
21:27:14,WIF,0.18,0.18,-5.5,1020
21:27:29,BTC,76189.54,76182.10,1.0,1035
21:27:29,ETH,2259.81,2259.74,0.3,1035
21:27:29,WIF,0.18,0.18,-16.5,1035
21:27:44,BTC,76216.58,76208.40,1.1,1050
21:27:44,ETH,2260.00,2260.20,-0.9,1050
21:27:44,WIF,0.18,0.18,-16.5,1050
21:27:59,BTC,76216.58,76210.20,0.8,1065
21:27:59,ETH,2260.06,2259.86,0.9,1065
21:27:59,WIF,0.18,0.18,38.4,1065
21:28:14,BTC,76189.54,76185.40,0.5,1080
21:28:14,ETH,2259.38,2259.54,-0.7,1080
21:28:14,WIF,0.18,0.18,-16.5,1080
21:28:29,BTC,76184.01,76174.30,1.3,1095
21:28:29,ETH,2258.70,2258.73,-0.1,1095
21:28:29,WIF,0.18,0.18,-16.5,1095
21:28:44,BTC,76184.00,76180.20,0.5,1110
21:28:44,ETH,2258.70,2258.73,-0.1,1110
21:28:44,WIF,0.18,0.18,-16.5,1110
21:28:59,BTC,76176.48,76173.80,0.4,1125
21:28:59,ETH,2258.22,2258.27,-0.2,1125
21:28:59,WIF,0.18,0.18,-11.0,1125
21:29:14,BTC,76159.46,76163.10,-0.5,1140
21:29:14,ETH,2257.74,2257.84,-0.4,1140
21:29:14,WIF,0.18,0.18,-11.0,1140
21:29:29,BTC,76165.35,76163.20,0.3,1155
21:29:29,ETH,2257.91,2257.83,0.4,1155
21:29:29,WIF,0.18,0.18,-11.0,1155
21:29:44,BTC,76165.35,76163.20,0.3,1170
21:29:44,ETH,2258.52,2258.38,0.6,1170
21:29:44,WIF,0.18,0.18,11.0,1170
21:29:59,BTC,76184.31,76185.00,-0.1,1185
21:29:59,ETH,2259.15,2259.10,0.2,1185
21:29:59,WIF,0.18,0.18,-44.0,1185
21:30:14,BTC,76142.55,76138.40,0.5,1200
21:30:14,ETH,2256.97,2256.96,0.0,1200
21:30:14,WIF,0.18,0.18,22.0,1200
21:30:29,BTC,76116.43,76117.80,-0.2,1215
21:30:29,ETH,2255.11,2255.58,-2.1,1215
21:30:29,WIF,0.18,0.18,38.6,1215
21:30:44,BTC,76129.37,76125.60,0.5,1230
21:30:44,ETH,2255.90,2255.93,-0.1,1230
21:30:44,WIF,0.18,0.18,33.1,1230
21:30:59,BTC,76157.10,76149.00,1.1,1245
21:30:59,ETH,2257.32,2257.10,1.0,1245
21:30:59,WIF,0.18,0.18,33.1,1245
21:31:14,BTC,76135.85,76121.60,1.9,1260
21:31:14,ETH,2256.77,2256.58,0.8,1260
21:31:14,WIF,0.18,0.18,-22.1,1260
21:31:29,BTC,76140.88,76128.90,1.6,1275
21:31:29,ETH,2256.48,2256.31,0.8,1275
21:31:29,WIF,0.18,0.18,33.1,1275
21:31:44,BTC,76150.18,76136.90,1.7,1290
21:31:44,ETH,2257.21,2256.75,2.0,1290
21:31:44,WIF,0.18,0.18,33.1,1290
21:31:59,BTC,76147.74,76139.00,1.1,1305
21:31:59,ETH,2256.64,2256.51,0.6,1305
21:31:59,WIF,0.18,0.18,27.5,1305
21:32:14,BTC,76216.88,76207.70,1.2,1320
21:32:14,ETH,2259.21,2258.51,3.1,1320
21:32:14,WIF,0.18,0.18,22.0,1320
21:32:29,BTC,76233.55,76223.70,1.3,1335
21:32:29,ETH,2260.05,2260.11,-0.3,1335
21:32:29,WIF,0.18,0.18,22.0,1335
21:32:44,BTC,76267.99,76255.80,1.6,1350
21:32:44,ETH,2261.02,2261.03,-0.0,1350
21:32:44,WIF,0.18,0.18,-33.0,1350
21:32:59,BTC,76258.19,76254.20,0.5,1365
21:32:59,ETH,2260.79,2260.41,1.7,1365
21:32:59,WIF,0.18,0.18,22.0,1365
21:33:14,BTC,76290.07,76287.30,0.4,1380
21:33:14,ETH,2261.97,2262.18,-0.9,1380
21:33:14,WIF,0.18,0.18,16.5,1380
21:33:29,ETH,2260.77,2260.66,0.5,1395
21:33:29,WIF,0.18,0.18,16.5,1395
21:34:00,BTC,76293.74,76286.90,0.9,1426
21:34:00,ETH,2260.76,2260.55,0.9,1426
21:34:00,WIF,0.18,0.18,16.5,1426
21:34:15,BTC,76265.34,76258.80,0.9,1441
21:34:15,ETH,2259.54,2259.64,-0.4,1441
21:34:15,WIF,0.18,0.18,16.5,1441
21:34:30,BTC,76290.65,76281.20,1.2,1456
21:34:30,ETH,2260.49,2260.42,0.3,1456
21:34:30,WIF,0.18,0.18,16.5,1456
21:34:45,BTC,76298.44,76288.90,1.3,1471
21:34:45,ETH,2261.02,2260.88,0.6,1471
21:34:45,WIF,0.18,0.18,-38.5,1471
21:35:00,BTC,76282.90,76273.70,1.2,1486
21:35:00,ETH,2260.44,2260.66,-1.0,1486
21:35:00,WIF,0.18,0.18,-38.5,1486
21:35:15,BTC,76274.26,76264.90,1.2,1501
21:35:15,ETH,2259.87,2260.13,-1.2,1501
21:35:15,WIF,0.18,0.18,-16.5,1501
21:35:30,BTC,76296.87,76284.70,1.6,1516
21:35:30,ETH,2261.02,2260.85,0.8,1516
21:35:30,WIF,0.18,0.18,-22.1,1516
21:35:45,BTC,76328.67,76311.80,2.2,1531
21:35:45,ETH,2261.57,2261.58,-0.0,1531
21:35:45,WIF,0.18,0.18,27.5,1531
21:36:00,BTC,76291.96,76290.00,0.3,1546
21:36:00,ETH,2260.28,2260.15,0.6,1546
21:36:00,WIF,0.18,0.18,38.6,1546
21:36:15,BTC,76255.67,76253.50,0.3,1561
21:36:15,ETH,2259.09,2258.89,0.9,1561
21:36:15,WIF,0.18,0.18,38.6,1561
21:36:30,BTC,76301.26,76300.40,0.1,1576
21:36:30,ETH,2260.92,2260.89,0.1,1576
21:36:30,WIF,0.18,0.18,33.1,1576
21:36:45,BTC,76336.31,76330.80,0.7,1592
21:36:45,ETH,2262.00,2262.08,-0.4,1592
21:36:45,WIF,0.18,0.18,27.5,1592
21:37:00,BTC,76352.01,76341.70,1.4,1607
21:37:00,ETH,2262.57,2262.90,-1.5,1607
21:37:00,WIF,0.18,0.18,27.5,1607
21:37:15,BTC,76398.32,76392.30,0.8,1622
21:37:15,ETH,2264.38,2264.27,0.5,1622
21:37:15,WIF,0.18,0.18,27.5,1622
21:37:30,BTC,76350.04,76336.20,1.8,1637
21:37:30,ETH,2261.99,2261.95,0.2,1637
21:37:30,WIF,0.18,0.18,-22.1,1637
21:37:45,BTC,76335.00,76330.20,0.6,1652
21:37:45,ETH,2261.72,2261.79,-0.3,1652
21:37:45,WIF,0.18,0.18,-22.1,1652
21:38:00,BTC,76332.35,76330.60,0.2,1667
21:38:00,ETH,2261.31,2261.43,-0.5,1667
21:38:00,WIF,0.18,0.18,-22.1,1667
21:38:15,BTC,76348.00,76341.30,0.9,1682
21:38:15,ETH,2261.98,2262.20,-1.0,1682
21:38:15,WIF,0.18,0.18,-11.0,1682
21:38:30,BTC,76310.00,76301.50,1.1,1697
21:38:30,ETH,2261.04,2261.32,-1.2,1697
21:38:30,WIF,0.18,0.18,49.7,1697
21:38:45,BTC,76300.72,76295.10,0.7,1712
21:38:45,ETH,2260.94,2260.80,0.6,1712
21:38:45,WIF,0.18,0.18,49.7,1712
21:39:00,BTC,76339.11,76336.80,0.3,1727
21:39:00,ETH,2261.94,2262.18,-1.1,1727
21:39:00,WIF,0.18,0.18,-11.0,1727
21:39:10,BTC,76379.11,76380.40,-0.2,0
21:39:10,ETH,2263.46,2263.58,-0.5,0
21:39:10,WIF,0.18,0.18,49.7,0
21:39:25,BTC,76379.11,76374.50,0.6,15
21:39:25,ETH,2263.60,2263.91,-1.4,15
21:39:25,WIF,0.18,0.18,49.7,15
21:39:40,BTC,76398.30,76391.50,0.9,30
21:39:40,ETH,2264.63,2264.53,0.4,30
21:39:40,WIF,0.18,0.18,38.6,30
21:39:55,BTC,76398.31,76393.80,0.6,45
21:39:55,ETH,2264.17,2264.17,0.0,45
21:39:55,WIF,0.18,0.18,38.6,45
21:40:10,BTC,76412.71,76403.10,1.3,60
21:40:10,ETH,2264.03,2264.59,-2.5,60
21:40:10,WIF,0.18,0.18,38.6,60
21:40:25,BTC,76464.47,76456.90,1.0,75
21:40:25,ETH,2266.00,2266.00,0.0,75
21:40:25,WIF,0.18,0.18,-16.5,75
21:40:40,BTC,76492.11,76478.30,1.8,90
21:40:40,ETH,2266.05,2266.02,0.1,90
21:40:40,WIF,0.18,0.18,-16.5,90
21:40:55,BTC,76546.77,76541.20,0.7,105
21:40:55,ETH,2267.89,2267.34,2.4,105
21:40:55,WIF,0.18,0.18,22.0,105
21:41:10,BTC,76544.98,76550.20,-0.7,120
21:41:10,ETH,2266.72,2266.70,0.1,120
21:41:10,WIF,0.18,0.18,33.1,120
21:41:25,BTC,76547.20,76532.20,2.0,135
21:41:25,ETH,2266.95,2266.85,0.4,135
21:41:25,WIF,0.18,0.18,27.5,135
21:41:40,BTC,76521.29,76516.80,0.6,150
21:41:40,ETH,2266.07,2266.05,0.1,150
21:41:40,WIF,0.18,0.18,22.0,150
21:41:55,BTC,76517.94,76514.70,0.4,165
21:41:55,ETH,2266.36,2266.37,-0.0,165
21:41:55,WIF,0.18,0.18,22.0,165
21:42:10,BTC,76526.23,76520.30,0.8,180
21:42:10,ETH,2266.37,2266.31,0.3,180
21:42:10,WIF,0.18,0.18,22.0,180
21:42:25,BTC,76520.04,76520.70,-0.1,195
21:42:25,ETH,2266.18,2266.01,0.8,195
21:42:25,WIF,0.18,0.18,16.5,195
21:42:40,ETH,2268.12,2268.32,-0.9,210
21:42:40,WIF,0.18,0.18,5.5,210
21:43:05,BTC,76549.99,76540.80,1.2,235
21:43:05,ETH,2268.07,2268.32,-1.1,235
21:43:05,WIF,0.18,0.18,5.5,235
21:43:20,BTC,76579.99,76575.00,0.7,250
21:43:20,ETH,2268.57,2268.25,1.4,250
21:43:20,WIF,0.18,0.18,-11.0,250
21:43:35,BTC,76580.03,76570.30,1.3,265
21:43:35,ETH,2268.87,2268.80,0.3,265
21:43:35,WIF,0.18,0.18,-16.5,265
21:43:50,BTC,76594.73,76584.80,1.3,280
21:43:50,ETH,2269.92,2269.32,2.6,280
21:43:50,WIF,0.18,0.18,21.9,280
21:44:05,BTC,76589.88,76578.20,1.5,295
21:44:05,ETH,2269.28,2269.15,0.6,295
21:44:05,WIF,0.18,0.18,-43.8,295
21:44:20,BTC,76555.15,76542.50,1.7,310
21:44:20,ETH,2268.30,2268.35,-0.2,310
21:44:20,WIF,0.18,0.18,-43.8,310
21:44:35,BTC,76555.16,76538.40,2.2,325
21:44:35,ETH,2268.17,2268.24,-0.3,325
21:44:35,WIF,0.18,0.18,-43.8,325
21:44:50,BTC,76644.44,76636.50,1.0,340
21:44:50,ETH,2271.96,2271.63,1.5,340
21:44:50,WIF,0.18,0.18,32.7,340
21:45:05,BTC,76587.12,76581.80,0.7,355
21:45:05,ETH,2269.50,2269.54,-0.2,355
21:45:05,WIF,0.18,0.18,0.0,355
21:45:20,BTC,76592.80,76589.70,0.4,370
21:45:20,ETH,2269.94,2269.72,1.0,370
21:45:20,WIF,0.18,0.18,-5.5,370
21:45:35,BTC,76608.11,76604.50,0.5,385
21:45:35,ETH,2270.37,2270.72,-1.5,385
21:45:35,WIF,0.18,0.18,-10.9,385
21:45:50,BTC,76629.02,76624.40,0.6,400
21:45:50,ETH,2271.01,2270.87,0.6,400
21:45:50,WIF,0.18,0.18,-10.9,400
21:46:05,BTC,76633.58,76622.80,1.4,415
21:46:05,ETH,2271.20,2271.20,0.0,415
21:46:05,WIF,0.18,0.18,0.0,415
21:46:20,BTC,76635.74,76632.40,0.4,430
21:46:20,ETH,2270.83,2270.92,-0.4,430
21:46:20,WIF,0.18,0.18,0.0,430
21:46:35,BTC,76633.70,76629.30,0.6,445
21:46:35,ETH,2271.06,2270.91,0.7,445
21:46:35,WIF,0.18,0.18,0.0,445
21:46:50,BTC,76575.87,76565.50,1.4,460
21:46:50,ETH,2268.47,2268.76,-1.3,460
21:46:50,WIF,0.18,0.18,27.4,460
21:47:05,BTC,76527.51,76507.60,2.6,475
21:47:05,ETH,2267.31,2267.22,0.4,475
21:47:05,WIF,0.18,0.18,32.9,475
21:47:20,BTC,76500.00,76489.60,1.4,490
21:47:20,ETH,2266.66,2266.70,-0.2,490
21:47:20,WIF,0.18,0.18,32.9,490
21:47:35,BTC,76472.55,76465.60,0.9,505
21:47:35,ETH,2265.18,2265.86,-3.0,505
21:47:35,WIF,0.18,0.18,-11.0,505
21:47:50,BTC,76465.70,76457.20,1.1,520
21:47:50,ETH,2266.08,2265.86,1.0,520
21:47:50,WIF,0.18,0.18,-16.5,520
21:48:05,BTC,76500.00,76494.60,0.7,535
21:48:05,ETH,2267.48,2267.68,-0.9,535
21:48:05,WIF,0.18,0.18,-21.9,535
21:48:20,BTC,76508.54,76505.70,0.4,550
21:48:20,ETH,2267.75,2267.68,0.3,550
21:48:20,WIF,0.18,0.18,-21.9,550
21:48:35,BTC,76520.58,76513.90,0.9,565
21:48:35,ETH,2267.83,2267.72,0.5,565
21:48:35,WIF,0.18,0.18,-21.9,565
21:48:50,BTC,76487.19,76475.50,1.5,580
21:48:50,ETH,2266.26,2266.59,-1.5,580
21:48:50,WIF,0.18,0.18,-21.9,580
21:49:05,BTC,76444.35,76442.90,0.2,595
21:49:05,ETH,2265.87,2265.64,1.0,595
21:49:05,WIF,0.18,0.18,-21.9,595
21:49:20,BTC,76442.92,76436.50,0.8,610
21:49:20,ETH,2265.85,2265.94,-0.4,610
21:49:20,WIF,0.18,0.18,-21.9,610
21:49:35,BTC,76463.99,76459.50,0.6,625
21:49:35,ETH,2266.54,2266.21,1.5,625
21:49:35,WIF,0.18,0.18,-21.9,625
21:49:50,BTC,76503.43,76498.00,0.7,640
21:49:50,ETH,2267.41,2267.42,-0.0,640
21:49:50,WIF,0.18,0.18,-21.9,640
21:50:05,BTC,76451.20,76444.50,0.9,655
21:50:05,ETH,2266.57,2266.17,1.8,655
21:50:05,WIF,0.18,0.18,32.9,655
21:50:20,BTC,76487.22,76478.60,1.1,670
21:50:20,ETH,2267.30,2267.21,0.4,670
21:50:20,WIF,0.18,0.18,-32.9,670
21:50:35,BTC,76506.40,76509.10,-0.4,685
21:50:35,ETH,2267.97,2267.97,0.0,685
21:50:35,WIF,0.18,0.18,-38.3,685
21:50:50,BTC,76494.99,76487.20,1.0,700
21:50:50,ETH,2267.08,2267.01,0.3,700
21:50:50,WIF,0.18,0.18,-38.3,700
21:51:05,BTC,76485.00,76478.60,0.8,715
21:51:05,ETH,2266.66,2266.41,1.1,715
21:51:05,WIF,0.18,0.18,16.4,715
21:51:20,BTC,76513.04,76506.40,0.9,730
21:51:20,ETH,2267.19,2267.19,0.0,730
21:51:20,WIF,0.18,0.18,16.4,730
21:51:35,BTC,76514.75,76509.00,0.8,745
21:51:35,ETH,2266.83,2266.79,0.2,745
21:51:35,WIF,0.18,0.18,16.4,745
21:51:50,BTC,76532.47,76525.40,0.9,760
21:51:50,ETH,2267.08,2267.01,0.3,760
21:51:50,WIF,0.18,0.18,16.4,760
21:52:05,BTC,76467.56,76459.40,1.1,775
21:52:05,ETH,2265.24,2265.44,-0.9,775
21:52:05,WIF,0.18,0.18,38.4,775
21:52:20,BTC,76448.86,76456.00,-0.9,790
21:52:20,ETH,2265.01,2265.40,-1.7,790
21:52:20,WIF,0.18,0.18,32.9,790
21:52:35,BTC,76445.92,76444.10,0.2,805
21:52:35,ETH,2264.90,2265.01,-0.5,805
21:52:35,WIF,0.18,0.18,32.9,805
21:52:50,BTC,76440.38,76433.20,0.9,820
21:52:50,ETH,2264.30,2264.44,-0.6,820
21:52:50,WIF,0.18,0.18,32.9,820
21:53:05,BTC,76422.48,76407.10,2.0,835
21:53:05,ETH,2264.35,2264.20,0.7,835
21:53:05,WIF,0.18,0.18,32.9,835
21:53:20,BTC,76496.03,76494.90,0.1,850
21:53:20,ETH,2266.38,2266.30,0.4,850
21:53:20,WIF,0.18,0.18,-27.4,850
21:53:35,BTC,76496.86,76487.60,1.2,865
21:53:35,ETH,2266.39,2266.55,-0.7,865
21:53:35,WIF,0.18,0.18,-27.4,865
21:53:50,BTC,76482.65,76477.30,0.7,880
21:53:50,ETH,2266.23,2266.21,0.1,880
21:53:50,WIF,0.18,0.18,-27.4,880
21:54:05,BTC,76456.22,76443.10,1.7,895
21:54:05,ETH,2264.79,2265.01,-1.0,895
21:54:05,WIF,0.18,0.18,-27.4,895
21:54:20,BTC,76465.96,76456.20,1.3,910
21:54:20,ETH,2265.05,2265.01,0.2,910
21:54:20,WIF,0.18,0.18,27.4,910
21:54:35,BTC,76484.97,76480.00,0.6,925
21:54:35,ETH,2265.69,2265.67,0.1,925
21:54:35,WIF,0.18,0.18,43.9,925
21:54:50,BTC,76446.67,76442.70,0.5,940
21:54:50,ETH,2264.07,2264.07,0.0,940
21:54:50,WIF,0.18,0.18,43.9,940
21:55:05,BTC,76446.67,76433.60,1.7,955
21:55:05,ETH,2263.51,2263.79,-1.2,955
21:55:05,WIF,0.18,0.18,-11.0,955
21:55:20,BTC,76483.31,76478.50,0.6,970
21:55:20,ETH,2264.39,2264.49,-0.4,970
